Title,User_id,_2,_3,_4,_5
"The Long Prison Journey of Leslie van Houten: Life Beyond the Cult (Northeastern Series on Gender, Crime, and Law)",A20N5ABI5GV41E,19/32,1.0,"Sorry I've Killed You, but it's time for Me to Go","How much does a human life cost? 30 Years? 32 years? What does your life cost? Your mother's life? Your daughter's life? Leslie Van Houten is serving an extended prison term for taking the life of a human being. She has paid thrity-two years so far, and it is yet to be determined how much that life will eventually cost her. She was sentenced to death, and beat the gas chamber along with the other convicted murderers from the Manson Family. Many have married, have children, &quot;got religion&quot; and become preachers. Shut off from society, they haven't done too badly for themselves. This book has been rated as close to zero as possible not for it's style or writing or subject matter as much as the nature of it's content (can any of this be separated?). This book is another attempt to short-change society. It says Leslie Van Houten, convicted killer, has paid 32 years for the life she more than willing assisted in taking (in fact, was thrilled with the killing), and as far as her &quot;Boswell&quot; and this killer are concenred, Van Houten has paid enough. The life taken was only worth 32 years. Ponderous tomes can be penned (as this one is), whining into infinitude about the unfairness to killers and criminals and that the cages to be opened. These Mansonites blame Manson (as brought out in another book, Manson: the Unholy Trail of Charlie &amp; the Family, by John Gilmore, a far more realistic approach to these crimes). Through Karlene Faith, Van Houten is saying Hitler is to be blamed for Nazi crimes, not the bigwig SS men and women who did the butchering. They were beguiled--mislead; under the evilinfluence of Hitler himself. I'm afraid Hilter had more than willing underlings, as did Charlie Manson. Manson's H&quot;SS&quot; woman Van Houten, a convicted killer, managed to escape the death penalty herself. Her victim did not. There is a spectrum of society that desires to turn the other cheek. There is a greater specturm that says the life this woman willfully took cannot be measured in years.This book is a wimpy, intellectuzing of a very basic fact: MURDER is irreversible. Death is death. You don't come back for the applause when the curtain falls. Now, like so many other caged killers, Leslie Van Houten, through her mentor Karlene Faith, has made the headlines again. A different face this time, new makeup, hairdo, even religious blabberings, but the same person that wielded the knife blade that stole a life far superior to her own."
"Last of the Plainsmen, The",AKFFCAZ35XC53,0/0,4.0,blast from the past,Uncertain at first but just wanted see how it went. For those who know the Grand Canyon must be fascinating. I would think it a must-have for those exploring this area.
"Last of the Plainsmen, The",A2ABKAOLSLMWKK,0/0,4.0,Hey,"Hey, Its Zane Grey,what can you say. No matter how much alike they are,Zane Grey always produces interesting reading. Lots of lessons to be learned."
"Last of the Plainsmen, The",A1YPG4SF4DK2SO,0/0,5.0,The Last of the Plainsman,Haven't finished it yet but it is a spell bound book that holds your interest and brings to life what life must have been back then.
"Last of the Plainsmen, The",A2156S1GQEU0L4,0/0,5.0,"Buffalo Bill, Watch Out","When Zane Grey met Buffalo Jones in New York City in 1908 Zane Grey instinctively knew he had met someone special. And the two men remained friends until Jones' death many years later. This book recounts only a small portion of the plainsman's life, but what is provided relates to us the life of an adventurer, an empire builder, and a conservationalist. Included are stories of the man's trying to rope lions in the Grand Canyon and to his attempt to preserve the last of the buffalo from extinction, after once having slaughtered them to provide meat for the railroad workers. When this book was first published it did not receive very good reviews, but has since been praised for Zane Grey's prose and narrative skills. Furthermore, the people Zane Grey met on this trip with Jones led directly to his creation of such great novels as Heritage of the Desert and Riders of the Purple Sage and set the stage for his entire career. Without this trip and the writing of this book there might not have been a Zane Grey as we know him today. It all began here."
"Last of the Plainsmen, The",A356QJWDT3P62R,22/22,5.0,A rousing high adventure,"Zane Grey pulled out all the stops on this tale of chasing wild mustangs, buffalo hunts, cougar hunts, and wild musk-ox. Follow the tale of a rag-tag band of plainsmen led by Col. Jones. A feisty, tough old man who will stop at nothing so he can rope (yes I said rope) a wild cougar and bring it back home. They are a breed of men whose resilience and spirit are the stuff of pioneers and mountain men. The kind of indomitable spirit that won the west, and is the subject of much of America's folklore. Along the way they endure seventy degree below zero blizzards, desert dust storms, starving Indians, and a harsh, yet pristine wilderness of incredible beauty. Zane Grey s depiction of panoramic landscapes such as the Grand Canyon is picturesque. One can almost smell the forest's and sense the loneliness of the wilderness. A great read that was hard to put down. Now for my next task which won't be easy. Picking out the next Zane Grey novel to get lost in."
"Last of the Plainsmen, The",A2N88HW34N7867,6/6,5.0,"Mountain Lions in Arizona, c.1908","This book is an outstanding true account of a trip made by Zane Grey and a plainsman, Buffalo Jones - one of the last. Jones was a famous sportsmen in North America at the turn of the 20th century and Grey a famous author of adventure stories. Unlike many of Grey's fictional novels of the old west, this is an account of a trip made to the North Rim of the Grand Canyon about 1908, for the purpose of tracking and capturing mountain lions. In those days, the North Rim was famous for the number and size of cougars - one mentioned in the book was 10' long, tip of tail to nape of neck, and weighed 300 pounds. The story is riveting with many details of the Arizona high desert and Grand Canyon areas of that era and gives a wonderful account of the Ponderosa Pine forest now known as the Kaibab National Forest. The details given about the behavior of the mountain lion are well worth finding a copy of this classic work. Grey includes a chapter (XV) entitled &quot;Jones on Cougars&quot;, in which he relates the wisdom of this plainsman on the species - gained through a long life in the wilderness including a sojourn as a game warden in the Yellowstone National Park, where he captured numerous cougars alive and killed seventy-two. Although modern views of the mountain lion seem to consider this animal more like an oversized, undomesticated sort of house cat, after reading this book you will definitely treat them with appropriate dignity and caution."
"Last of the Plainsmen, The",A3TAIDUD0OWSFR,1/1,1.0,Not what I was looking for,"I was looking for some good westerns and thought this would be a good choice since Zane Grey is a well known and renounded author of westerns. I have read many a tale of the old west and the plains and this one was dull and dragging for me. Could not wait to get threw I never quit a book until finished...but did put this one on ""fast forward"" with it and dropped it off my kindle as I have no interest in spending time with it again. For a better accounting of Plainsman stories try the autobiograhpy of Col William Cody. While we know he had a gift for embellishing the truth, at least it is an interesting story to read."
"Last of the Plainsmen, The",A32A7FAAAVD8PG,0/0,4.0,Pretty good book,"Pretty good book,although not what I had expected. Really good description of the country. If you like historical and period books you will enjoy this short story of a character who lived in times past and his kind who shaped our history."
"Last of the Plainsmen, The",A32W69U9S1F8KB,0/0,5.0,Re-read,I read the Zane Gray books when I was a boy and have re-read them now in advanced age and they are still very good books
"Last of the Plainsmen, The",A1LGVHHHCGAVTH,0/0,5.0,Good read,I can't beat Zane Grey for a good ole western. I have read them all and enjoyed every one. Most are free also!
"Last of the Plainsmen, The",A1Z22N8Z01RHWP,0/0,5.0,Last of the plainsmen,Loved it to think of someone roping any wild animals is just amazing Ted Turner tried to bring back buffalo maybe we need someone else to try and save our wild animals.
"Last of the Plainsmen, The",A2DK02WGRTXLUT,0/0,4.0,Reccommended by Richard,Fine reading as expected authored by Mr. Grey. Something that can reread several times without losing its flavor and mental effects. You can almost see the visualize the scenes in your mind.
"Last of the Plainsmen, The",AL3HWJLNMNP2U,0/0,4.0,good book,What can anybody say about Zane Grey. His books and short stories are always entertaining and fun to read anytime.
"Last of the Plainsmen, The",A1Q5W3AAKDOQGY,0/0,4.0,Reads alot,"Zane Gray! This is classic stuff upon which the B grade American western movie was founded. You can forget comparisons with Eastwood and Cosner western films. Gray introduced them to the genre and they only tried to duplicate what he did. You can smell the sweat of the horse, feel the heat of the day and taste the dust of the trail in this tale. Film cannot capture the images of Zane Gray's narrative. Try more Zane Gray!"
Leaders Are Made!: A Building Block Approach to Effective Leadership,,4/4,5.0,"Fantastic, &quot;bottom-line&quot; approach to effective leadership!","Sharp and concise methodology to prepare leaders at all levels. Great graphics, pleasant font and enjoyable reading supplemented with quotes from all the great thinkers. This book covers it all and makes great sense: a must for any leader!"
Leaders Are Made!: A Building Block Approach to Effective Leadership,A1K1JW1C5CUSUZ,3/3,5.0,Leadership: Analyzed and Simplified with Exercises,"Leaders Are Made comes from the training approach to leadership, and is as good a summary of the key elements of leadership as I have seen. The book mostly operates at the fundamental level, and will be most beneficial to young people who are just starting their careers. However, if you find that you are not getting the results you want, this book will probably help you diagnose what is lacking in your leadership.The core of the book is contained in a section called Leadership Building Blocks. This has 17 sections that address aspects of leadership. These sections cover oral communication, oral presentation, written communication, initiative, sensitivity to others, influence, delegation, administrative control, problem analysis, judgment, planning, organizing, decisiveness, physical stamina, technical competence, mission accomplishment, and followership. Most of these sections contain more material than most young people will already know, and can speed up the development of competency. I did find the section on problem analysis to be weak, but the others seemed to be appropriate for achieving competency. You will find some quirky subjects in here that you wouldn't normally expect, such as a discussion of personal sexual habits. Just skip over any that bother you, and you will still benefit from the book.The book also has good sections on leadership ethics and development that many will benefit from reading and applying.The book is organized to contain many quotes from leadership authorities, and the quotes give the book a variety and richness that a text by one person would not have. For those who have not read widely, you will get an idea of other authors you may find valuable.The book's strength is contained in self-assessment exercises that help you spot where you are strong, average, and below average. Obviously, you need some minimal level of competency in all areas. However, as the book points out, everyone leads in a different way. I suggest that you focus on building on your strengths, and do enough in the weak areas to be sure they don't sap from your strengths. But avoid trying to be outstanding everywhere. You will underperform if you do. That same effort will work better in extending your strengths. In any situation, you will probably be surrounded by others who can complement your strengths. In fact, you should as a leader try to create that situation.For those who want to continue their self-development to higher levels, I suggest The Other 90 Percent.The book's main weakness is that it describes what &quot;should&quot; be done in ideal situations. The book would have been strengthened by helping people understand when you should make an exception. For example, the book describes that you should always communicate through the chain of command. While that will usually be the case, knowing when to make an exception is critical. Informal information gathered from outside one's realm of influence and responsibility often provides key insights. Sharing information quickly when delay will be costly may also override this normal way of doing things. I would have liked to have seen some hands-on exercises that would simulate crisis environments. That's when leadership is most needed. As a young man, I benefited from such crisis leadership training, still remember those experiences vividly, and often benefit from them.After you finish reading this book, I suggest that you focus on finding causes and purposes that you feel excited about being a leader for. Leading to achieve meaningful results in places that count is the real payoff from this kind of book. Shoot for the best purposes . . . always!"
Leaders Are Made!: A Building Block Approach to Effective Leadership,A26JGAM6GZMM4V,1/1,5.0,A Single-Source Abundance of Information and Insight,"The late Vince Lombardi once asserted that leaders are made -- they are not born. ""And they are made just like anything else that has ever been made in this country -- by hard effort and that's the price we all have to pay to achieve that goal, or any goal."" Bucciarelli obvious agrees. It is also worth noting that the school, college, and professional teams Lombardi coached were also renowned for other qualities such as tenacity, discipline, commitment, self-sacrifice, mastery of basic skills, and -- above all else -- teamwork. Bucciarelli explains that ""Much of the material presented in this book is modeled after the Leadership Assessment and Development Program used by the United States Army. This program was developed through research and leadership experiences collected over the past thirty years.""The material is organized as follows:Leadership DefinedLeadership FoundationConfidenceLeadership Self-AssessmentLeadership Building Blocks [there are 17, ranging from Oral Communications to Followership]Leadership StyleLeadership EthicsLeadership DevelopmentBucciarelli then provides a References section which suggests a wealth of additional resources for those in need of them. If leaders are not born but can be made, HOW? Bucciarelli (and presumably Lombardi) would reply: ""block"" by ""block."" After completing what amounts to a 17-step process, will anyone become a leader? Of course not but, at least theoretically, anyone can. As with the process by which Lombardi prepared his players for another season, the process which Bucciarelli proposes will determine who will measure up...and who will not.Bucciarelli draws heavily upon the wisdom and experience of other experts on the subject of leadership (e.g. Bennis, Blanchard, Covey, Drucker, Kohlberg, O'Toole, Peters, Sun Tzu, and Waitley), quoting key points from their works within an appropriate context. He also includes a series of rigorous self-assessment exercises which, all by themselves, are worth the cost of this book. Throughout, he urges his reader to ""build on your life experiences a strong foundation of skills to confidently lead the members of your group to success in any endeavor you choose to pursue."" Everything Bucciarelli advocates is wholly consistent with the principles endorsed by history's greatest religious, political, military, and intellectual leaders. As I read this book, I was reminded of several coaching clinics I attended in years past. The featured speakers included Lombardi, Wooden, Paterno, Knight, McKay, Auerbach, Holtz, Shula, and Valvano. Each in his own words emphasized the great importance of preparation, dedication, personal integrity, and determination.Who will derive the greatest benefit from this book? I especially recommend it to college and university students now studying business. Also, to those who have recently embarked on a business career or have reached the middle-management level. But I do not exclude executives at the highest organizational levels. No doubt much (if not most) of what Bucciarelli covers is familiar to them. However, and I think this is a key point, much of Bucciarelli's material can be shared by supervisors with those for whom they are responsible and who are in need of specific constructive criticism..."
Leaders Are Made!: A Building Block Approach to Effective Leadership,A321I4FWETRNOJ,0/0,5.0,A Foundation for Living,"This was one of the finest and most useful books that I have ever read. I have 3 sons and this will be a very useful tool in raising them. I will use it as a guideline/checklist to monitor their progress and developement. The book is written at a level that most people can read, understand, and follow. It gives very detailed and practical examples on how to improve all areas of one's life. I would rate this as one of the 10 greatest books that I have read. It is a must read for all parents and for anyone who wants to improve their performance in life."
Leaders Are Made!: A Building Block Approach to Effective Leadership,,0/0,4.0,Starts from the basics. Useful at all levels of leadership,Great foundation. Gives anyone at any level of leadership the tools to improve themselves and their followers. Builds on military leadership principles. Very well done.
Leaders Are Made!: A Building Block Approach to Effective Leadership,AE448DIZ730SX,0/1,5.0,This book must be in your library,"Bucciarelli has captured the leadership concept and broken into easy to digest parts. I've read hundreds of books on leadership and John's is the first one I have agreed with page after page. This is not theory, it is practical application of years of research. I know I will use this book as my map to success. Whether it's for you work, your family, or your life in general, this book will help you to understand what it is that makes you successful, and what you need to become and even stronger leader. Not only do I understand where I need to improve, but I understand what I need to do to become stronger. America needs leaders, and John has the program to help us develop them."
Archie's Way: A Memoir of Friendship and Craftsmanship,A18U5VC8QSJR2C,6/7,5.0,A rewarding glimpse into the mind of an engaging character.,"Some of us are lucky enough to find a true mentor in our lives, someone who opens our eyes to a special world, and in so doing, gives us a glimpse of ourselves. Such a person is Archie Raasch, the subject of Richard Probert's book Archie's Way. A man of few words and many talents, Archie is an unforgettable character whose down-to-earth wisdom is vanishing from our hurried world.Archie's Way sparkles with the joy of discovery implicit in new relationships. Probert's mastery of visual, sound and textural detail gives the book sensory complexity without being overbearing. A few of the mechanical descriptions, though were a little too technical for one unfamiliar with the landscape of the workshop. But this was only a minor flaw and did not distract from my overall enjoyment of the book.There is a line of tension throughout the book that is skillfully drawn so as to tantalize the reader to discover the true nature of Archie and to tap the wellspring of his enigmatic quirkiness. The later chapters move from the technica of the machine shop to the mysteries of the wood shop and the labyrinthian paths of Archie's woods. There amidst the fragrance and beauty of the natural world, the layers of Archie's character are respectfully revealed, the book takes on a warmth, much like the patina of well-worked wood.Probert is an engaging storyteller with a wonderful sense of character. Archie's Way is a rewarding glimpse into a sadly disappearing way of life."
Archie's Way: A Memoir of Friendship and Craftsmanship,A18QZ4WUFK7JTN,2/2,4.0,A Touching Memoir,This short memoir is a true love story. The author loves both shopwork and his friend Archie. It is hard to tell which this book is more about. You need not be a shop - either metalworking or woodworking - enthusiast to enjoy the book. Archie was a truly interesting guy and the author portrays him well. The memoir is appropriately brief. Mr. Probert does not waste time nor is there any hint of self-aggrandizement (always refreshing in a memoir). An enjoyable quick read.
Archie's Way: A Memoir of Friendship and Craftsmanship,AEEQXUH30O7AQ,0/0,5.0,Archie's Way,A true story that will take you back through the years. It will teach a lesson for all of us to know. Very touching.
Archie's Way: A Memoir of Friendship and Craftsmanship,,1/2,5.0,A great book!,"I was fortunate to read a bound galley of ARCHIE'S WAY. It reminds me more of TUESDAYS WITH MORRIE than JOE AND ME, but no matter what you compare it to, this is a book to share with friends. Funny, sad, sweet, and imbued with the scent of sawdust and cutting oil throughout, it's the kind of book that anyone who has ever done any kind of woodworking or metalworking should read. Through work (which may be art without your knowing it), the best kind of lasting friendships are built."
Archie's Way: A Memoir of Friendship and Craftsmanship,,0/1,5.0,A delightful story of friendship and human dignity,"Wonderfully crafted story depicting life in a small midwestern town. Reminded me of my own father's workshop. He and Dick Probert would have been great friends. Causes one to ponder what really is important and how values are formed. As an instructor in a technical college, I would like to have this book on the reading list for every student and faculty member."
"Hollywood Death and Scandal Sites: Sixteen Driving Tours with Directions and the Full Story, from Tallulah Bankhead to River Phoenix",A2OO9DS1RY5KXU,0/20,3.0,too morbid for my taste...,"first things first, it is a very good book with great research but just too morbid for my taste. I prefer sight seeing of star homes, movie studios, the Chinese theater, the wax museum, etc.... where celebrities met their mortality has never interested me..."
"Hollywood Death and Scandal Sites: Sixteen Driving Tours with Directions and the Full Story, from Tallulah Bankhead to River Phoenix",APNK91F89H0GD,17/17,5.0,Don't Let The Title Fool You - More Than Just a Tour Book,"While there's no denying the book's hook - and the morbid allure - of Hollywood death voyeurism, this book is much more. It's a fascinating look at Hollywood history. Check out the 7 page bibliography; this is not just an address list, the author has done his homework. Looking for someone or something in particular, or to create your own tour; there's an incredibly detailed 17 page index! Every stop on each tour is documented with an easy to read, sometimes lengthy STORY. It's the Britannica of Hollywood tour books. I did much of the &quot;Old Hollywoodland&quot; Tour - once I got my bearings at Hollywood Memorial Park, I was OK. I loved Whitley Heights. Forget about finding anything in the canyons without these directions; though the author doesn't mention the need to stand on the trunk of your car to be able to see into Falcon's Lair! BTW, not every site is gruesome...Timothy Leary's last launching pad is on the Benedict Canyon tour! The book is not cheap; but it's a great read whether you're driving or not."
"Hollywood Death and Scandal Sites: Sixteen Driving Tours with Directions and the Full Story, from Tallulah Bankhead to River Phoenix",A16U54SO4P4UB9,13/13,4.0,Things To Do On Your Vacation (or a free Saturday in L.A.),"Several years ago an L.A. cemetery worker told me that a Chicago area resident was researching a book about Hollywood cemeteries and death sites. I am assuming this is it. This is a chatty gem of a tour book that examines some uncoventional tourist attractions ----- predominantly suicide, death and scandal sites ----- and is loaded with information. Having done my own bizarre self-designed tours in L.A., I wish I had this book in the past as I would have saved myself much time and trouble. The narrative was informative and well-written and provided a lot of facts, along with some excellent (and fairly current) pictures. For the most part the information was accurate, but I did identify some questionable facts mostly involving dates. My immediate impression was that this book probably should have been proofed better before it went to print, but it is quite apparent that the author really does know his/her subject matter and did a fairly thorough job researching the subject matter. Is it worth the $35 price tag.......definitely! It provided me with a full day's worth of enjoyment and was a lot cheaper and more fun than a trip to Disneyland. Will I use it again? Absolutely........I have only done a couple of the tours so far!"
"Hollywood Death and Scandal Sites: Sixteen Driving Tours with Directions and the Full Story, from Tallulah Bankhead to River Phoenix",A1VNVF48Q17IAQ,3/3,5.0,You have to do it to believe it,"I have family that lives in the L.A. area and when I visit them, they know we will do a &quot;Death Tour&quot;. They teased me at first and then when we started seeing the sites, they stopped!! Now they look forward to the next tour that we will take. This book is an interesting compilation of not only where events have taken place, but also the history behind them. Although, the title can seem a bit ominous, there are a lot of other sites to see in the book besides &quot;DEATH&quot; (stars homes, arrest locations, homes used for TV shows, etc.). So, as for the previous review about this being too morbid, I completely disagree. Besides, death is after all a part of life. Enjoy...I certainly have!"
"Hollywood Death and Scandal Sites: Sixteen Driving Tours with Directions and the Full Story, from Tallulah Bankhead to River Phoenix",A3R04WFGVBT317,1/1,5.0,Thanks For The Memory!,"Wow, This was not a book I purchased. It was given to me for my birthday. I thought, wow, another EJ Fleming Tome. Great. Well, this was a shocker. I am planning a trip down the coast in the spring and planning on checking out many of these Hollywood sites. Fleming does it again and again. He is the most incredible writer of our time!"
"Hollywood Death and Scandal Sites: Sixteen Driving Tours with Directions and the Full Story, from Tallulah Bankhead to River Phoenix",A11NW8V0YY1DNO,1/1,5.0,Very helpful for scandal lovers!,I love visiting celebrity graves and infamous locations so this book was perfect for me. I even learned about a few scandals I had never heard about before. Mr. Fleming provides good directions and helpful tips so you won't miss a thing. I would recommend it to anyone who is interested in Hollywood scandals.
"Hollywood Death and Scandal Sites: Sixteen Driving Tours with Directions and the Full Story, from Tallulah Bankhead to River Phoenix",A2EBLL2OYEQJN9,3/4,4.0,Well researched guide that can be used for travel or armchair reading,"This unusual guidebook is structured as a series of sixteen tours to scandalous sites around the Los Angeles area., from Hollywood (central, Western, and more) to Beverly Hills to the outer boroughs. Why are we so fascinated with sites of death and scandal? Who knows?!? We are, though, and we might as well own up to it. Nothing sells better than the true-life stories of sex, drugs, and rock n' roll (or sex, drugs, and Hollywood's big screen, in this case).This is billed as a guidebook, but, as a Los Angeles resident, I found it more fascinating from an armchair perspective than as a step-by-step trip guide. I have no desire to go on any of these sixteen tours, but I thoroughly enjoyed reading about the scandalous sites around the Los Angeles area. Much of the text focuses on pre-1930's and lesser-known film stars, so few people are likely to obsessively follow any given tour as a tribute to a fallen movie star. Anyone familiar with the Los Angeles area will enjoy this book and glean ideas for ""Oh, do you know what happened here??"" during the course of the text. If you are an L.A. resident and ant to impress your friends and visitors, look no further.The text is a guidebook on the surface, but beneath the exterior, it is truly a guide to every major Hollywood scandal. I don't plan on using it as a driving tour; rather, it has furthered my education about the region. On the other hand, the comprehensive index will allow any fan of specific stars to locate the site of related scandals."
"Hollywood Death and Scandal Sites: Sixteen Driving Tours with Directions and the Full Story, from Tallulah Bankhead to River Phoenix",A1P7ZVIX7ML7GA,0/0,1.0,The worst reference book ever...why does it have all of these good reviews?,"Here's is a copy of an e-mail that I sent to Mr. E. J. Fleming, the person who foisted this terrible book on the American public while charging them 25 bucks apiece for it.Dear Mr. Fleming,I am writing to you concerning one of the most egregious instances of bad reporting that I have ever witnessed in my entire lifetime of buying and reading non-fiction books about Hollywood actors and films. Your book ""Hollywood Death and Scandal Sites"" is what I'm talking about here. I will give you very specific examples of what I mean by `bad reporting.' I could also say that it just lack of any kind of research at all on your part, since the facts in your book could be confirmed or rejected by just a little bit of research.On page 56, ""Tour 4: The Sunset Strip"" in a section about John Belushi, you write (and I quote verbatim): `...Belushi...was able to turn his popularity into roles in movies such as ""Animal House"" (1979), ""Blues Brothers"" (1981) and ""Neighbors"" (1977).' (Unquote)Not one of those movies was released in the year you specified and you incorrectly titled one of the films (it's 'THE Blues Brothers'). Here are the facts about those films and their release years: ""Animal House"" (1978), ""The Blues Brothers"" (1980) and ""Neighbors"" (1981).On that same page, you write these ignorant words about actor Sal Mineo (again, I quote verbatim from your book):`...Sal Mineo starred in ""The Rose Tattoo"" (1951) [and] ""West Side Story"" (1952)' (Unquote)Mr. Fleming, I don't even know what to think of a film reference book that makes these kind of terribly obvious errors concerning the subjects of their expertise. It's shocking, actually. Did you know that ""The Rose Tattoo"" starred Burt Lancaster and was released in 1955? Did you also know that Sal Mineo was nowhere near ""West Side Story"" (that means he wasn't in the movie; I think that you're mistaking him for Richard Beymer, sadly) and that film was released in 1961, was actually the Oscar winner for Best Picture of 1961, which any self-proclaiming film fan, like yourself, should know. Later in the same article about Sal Mineo, you write (again, quoting verbatim): `Mineo's...career was on the skids and he was relegated to roles like a nameless monkey in 1972's `Planet of the Apes""' (Unquote)Wow. As anybody who knows ANYTHING about film in the latter part of the 20th century knows, ""Planet of the Apes"" was released in 1968 and Sal Mineo wasn't in that film. He was, however, in the second sequel to that film, which was released in 1971 and was called ""Escape from the Planet of the Apes"" and he played a character with a name; it was Milo. Crazy how many inaccuracies you can fit into one small paragraph. I'm astounded.This is as far as I got with your book. My jaw was hanging slack with incredulity at the lameness of your pathetically researched book. I felt sick that I had actually spent money on it, MY hard-earned money. Listen, I had already found other inaccuracies with release years in your book before I got to page 56 but the ineptitude of that page, THAT was the breaking point for me. I threw it down on the ground in disgust and went no further. Your book is no doubt riddled with false information and sloppy research. God knows if your addresses are incorrect or if you got other facts wrong; I'm sure that you did. You give books like this a really bad name. I'd like a refund. Quickly, please.Yes, I hated it. I expect a refund soon."
"Hollywood Death and Scandal Sites: Sixteen Driving Tours with Directions and the Full Story, from Tallulah Bankhead to River Phoenix",A21XHFIBQ1BSOW,0/0,4.0,A Very Interesting Book,"I was pleasantly surprised about how much I liked this book. Even if you never plan on going on any of these tours, it's fun to read the stories about the stars and their lives and there are pictures of some of the houses. It would have been even better if it had pictures of all the houses mentioned in the book but I suppose that's unrealistic. I found only a few typos and inaccuracies but overall it is well-written and if you like to read about the stars from the Golden Age, you will probably like this book."
"Hollywood Death and Scandal Sites: Sixteen Driving Tours with Directions and the Full Story, from Tallulah Bankhead to River Phoenix",A1H7Y5XKPGT0OS,0/0,5.0,A Hollywood Driving Tour Guide,"The title of the book ""Hollywood death and scandal sites"" is misnomer in that the book is mainly devoted to guide the visitors of Hollywood, California to many celebrity places; where Hollywood celebrities lived, worked and naturally died, including many movie locations, but not necessarily focused on sites of death and scandals. Even though the market has countless tour guides and maps, this book describes the celebrity homes/places of interest, with a brief history, in Beverly Hills, Bel Air, Malibu, Pacific Palisades, Brentwood, Hollywood, and other regions of greater Los Angeles. In many cases photographs are provided that is helpful in identifying the house. Each driving trip covers an area and all the places of interest on the route are described with a little bit of history. You need to have a GPS system as you navigate through the residential streets of Beverly Hills and Bel Air. This is certainly a useful book and I thoroughly enjoyed reading it but it also borrows info from books that are already published. Stories about Jean Harlow and the death/murder of her husband Paul Bern is borrowed from Marx book (Ref 1); the info about the celebrities who stayed at Beverly Hills Hotel is borrowed from Stewart and Prince Book (Ref 2). A lot of stories about haunting in Hollywood are well documented in many websites and blogs. In this regard I recommend seeing-stars.com website, which is very informative.There are many interesting places and the ones I liked are as follows; the deaths and suicides in Knickerbocker hotel in Hollywood (page 18); the houses of scary film actor Bela Lugosi and his suspected haunting (page 19); Cary Grant - Randall Scott love nest (page 24); Double Indemnity movie site (page 30); the home of actress Tallulah Bankhead where numerous sex and drug abuse occurred (page 40); 1920/1930s actor Ramon Navarro's murder site (page 49); home of Humphrey Bogart and Mayo Methot and the story of their stormy marriage (page 58); actor Spencer Tracy's last home where he died (page 60); actress Rebecca Schaeffer murder site (page 62); Dixie Crater and Hal Holbrook robbery site (page 70); actress Lupe Velez and Gary Cooper love nest (page 76) and her suicide site (page 129); Bette Davis and Howard Hughes love nest (page 88); the last home of actress Marion Davies and Randolph Hearst (page 90); Clifton Webb haunted home (page 93); brief history of Beverly Hills hotel and its famous guests (page 95); Pickfair home where Mary Pickford passed away (page 103); brief history of the home where Laurence Olivier, Vivien Leigh and Danny Kaye lived (page 104); Marie Dressler's home (page 126); the last home Leslie Howard (page 132); Great Garbo hideaway (page 133); Lionel Barrymore haunted home (page 136); Marlene Dietrich home (page 137); Clark Gable accident site and Joan Crawford's Mommy Dearest home (Page178-179); Douglas Fairbanks Sr., death site (page 195); Peter Lawford's Kennedy-Monroe love nest (page 196); Margaux Hemingway's suicide site (page 198); Marlene Dietrich and Mercedes Acosta love-nest (page 199); Ann Sheridan death site (page 217); Lee Cobb death site (page 221); actress Barbara LaMarr death site and her alleged drug abuse (page 247); singer Del Shannon suicide site (page 249); Snoop Doggy Dogg shooting site (page 250); and the home of Roscoe ""Fatty"" Arbuckle (page 250). If you are thinking of touring Tinsel town, then I will recommend this book.1.DEADLY ILLUSION, JEAN HARLOW AND THE MURDER OF PAUL BERN2.The Pink Palace Revisited: Behind Closed Doors at the Beverly Hills Hotel3.Hollywood Stories: Short, Entertaining Anecdotes about the Stars and Legends of the Movies!4.The Ultimate Hollywood Tour Book: The Incomparable Guide to Movie Stars' Homes, Movie and TV Locations, Scandals, Murders, Suicides, and All the Famous Tourist Sites5.Weird Hollywood: Your Travel Guide to Hollywood's Local Legends and Best Kept Secrets6.Hollywood Remains to Be Seen: A Guide to the Movie Stars' Final Homes"
"Hollywood Death and Scandal Sites: Sixteen Driving Tours with Directions and the Full Story, from Tallulah Bankhead to River Phoenix",A1953V6DZI0Q4T,0/0,5.0,In the middle...,"Half way through the book...I've done some of the tours already, this was BEFORE I actually bought the book, I was able to get excerpts. Had a fun and interesting night. Looking forward to a more detailed tour now that I have the book. I'm hoping for an updated book, if anyone knows of one, please let me know! :) Thanks!!!"
The Berenstain Bears' New Baby,AKD98B0IS5ACC,1/1,5.0,Makes bringing home a new sibling bear-able,"This book has been around at least 35 years. That's when I first bought it to introduce the concept of a new baby to my almost-two-year-old son. He loved the book, and he in turn loved his new baby sister from the moment he first held her. (He was the first one to hold her -- sitting in the rocking chair -- when she and Mommy came home from the hospital.) Our copy is long gone, so I bought a copy recently to give to my wife's daughter, who is pregnant with her second child.The book did the trick in our family, and I have every expectation it will do the trick in hers.""The trick""? Introduce a new baby and eliminate any and all first-born jealousies or bad feelings toward the new little ""intruder."" Get the first-born involved with age-appropriate caring for the little one, and build a sense of pride in the newborn.The book is a delightful story, which my almost-two-year-old loved hearing over and over again, even (maybe even more) after his little sister left ""Mommy's tummy"" and was home to stay. Thirty-five years later, my son and daughter are still ""best friends."" Do I give ALL the credit to the book? 'Course not. But that's where it all started."
